budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,tittle,cast,director
130000000,"['Science Fiction', 'Action', 'Adventure']",http://marvel.com/movies/movie/180/ant-man,102899,"['marvel comic', 'superhero', 'based on comic book']",en,Ant-Man,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",120.09361,['Marvel Studios'],['United States of America'],2015,519311965,117.0,['English'],Released,Heroes don't get any bigger.,Ant-Man,7.0,5880,Ant-Man,"['Paul Rudd', 'Michael Douglas', 'Evangeline Lilly']",Peyton Reed
130000000,"['Adventure', 'Action', 'Science Fiction']",http://www.thehungergames.movie/,101299,"['competition', 'based on novel', 'mentor']",en,The Hunger Games: Catching Fire,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",76.310119,"['Lionsgate', 'Color Force']",['United States of America'],2013,847423452,146.0,['English'],Released,Every revolution begins with a spark.,The Hunger Games: Catching Fire,7.4,6495,The Hunger Games: Catching Fire,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']",Francis Lawrence
132000000,"['Adventure', 'Thriller', 'Science Fiction']",Unknown,74,"['post traumatic stress  disorder', 'new jersey', 'airplane']",en,War of the Worlds,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",48.572726,"['Paramount Pictures', 'DreamWorks SKG', 'Cruise/Wagner Productions']",['United States of America'],2005,591739379,116.0,['English'],Released,They're already here.,War of the Worlds,6.2,2322,War of the Worlds,"['Tom Cruise', 'Dakota Fanning', 'Miranda Otto']",Steven Spielberg
110000000,"['Action', 'Mystery', 'Thriller']",http://www.sonypictures.com/homevideo/salt/,27576,"['assassination', 'spy', 'cia']",en,Salt,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",48.829437,"['Columbia Pictures', 'Di Bonaventura Pictures', 'Relativity Media']",['United States of America'],2010,293329073,100.0,"['English', 'Pусский', '한국어/조선말']",Released,Who is Salt?,Salt,6.2,2093,Salt,"['Angelina Jolie', 'Liev Schreiber', 'Chiwetel Ejiofor']",Phillip Noyce
125000000,"['Drama', 'Adventure']",http://www.noahmovie.com,86834,"['bible', 'god', 'noah']",en,Noah,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,46.115758,"['Paramount Pictures', 'Regency Enterprises', 'Protozoa Pictures']",['United States of America'],2014,362637473,139.0,['English'],Released,The end of the world is just the beginning.,Noah,5.6,2350,Noah,"['Russell Crowe', 'Jennifer Connelly', 'Emma Watson']",Darren Aronofsky
130000000,"['Adventure', 'Animation', 'Mystery']",http://www.us.movie.tintin.com/,17578,"['riddle', 'captain', 'treasure']",en,The Adventures of Tintin,"Intrepid young reporter, Tintin and his loyal dog, Snowy are thrust into a world of high adventure when they discover a ship carrying an explosive secret. As Tintin is drawn into a centuries-old mystery, Ivan Ivanovitch Sakharine suspects him of stealing a priceless treasure. Tintin and Snowy, with the help of salty, cantankerous Captain Haddock and bumbling detectives, Thompson &amp; Thomson, travel half the world, one step ahead of their enemies as Tintin endeavors to find The Unicorn, a sunken ship that may hold a vast fortune, but also an ancient curse.",89.938296,"['Paramount Pictures', 'Columbia Pictures', 'WingNut Films']","['New Zealand', 'United States of America']",2011,371940071,107.0,['English'],Released,"This year, discover how far adventure will take you.",The Adventures of Tintin,6.7,2061,The Adventures of Tintin,"['Jamie Bell', 'Andy Serkis', 'Daniel Craig']",Steven Spielberg
130000000,"['Adventure', 'Fantasy', 'Family']",Unknown,673,"['flying', 'traitor', 'magic']",en,Harry Potter and the Prisoner of Azkaban,"Harry, Ron and Hermione return to Hogwarts for another magic-filled year. Harry comes face to face with danger yet again, this time in the form of escaped convict, Sirius Black – and turns to sympathetic Professor Lupin for help.",79.679601,"['1492 Pictures', 'Heyday films', 'Warner Bros.']","['United Kingdom', 'United States of America']",2004,789804554,141.0,['English'],Released,Something wicked this way comes.,Harry Potter and the Prisoner of Azkaban,7.7,5877,Harry Potter and the Prisoner of Azkaban,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",Alfonso Cuarón
130000000,"['Science Fiction', 'Action', 'Adventure']",Unknown,82700,['dystopia'],en,After Earth,"One thousand years after cataclysmic events forced humanity's escape from Earth, Nova Prime has become mankind's new home. Legendary General Cypher Raige returns from an extended tour of duty to his estranged family, ready to be a father to his 13-year-old son, Kitai. When an asteroid storm damages Cypher and Kitai's craft, they crash-land on a now unfamiliar and dangerous Earth. As his father lies dying in the cockpit, Kitai must trek across the hostile terrain to recover their rescue beacon. His whole life, Kitai has wanted nothing more than to be a soldier like his father. Today, he gets his chance.",42.840582,"['Columbia Pictures', 'Blinding Edge Pictures', 'Overbrook Entertainment']",['United States of America'],2013,243843127,100.0,['English'],Released,"Danger is real, fear is a choice",After Earth,5.0,2532,After Earth,"['Jaden Smith', 'Will Smith', 'Sophie Okonedo']",M. Night Shyamalan
127000000,"['Adventure', 'Comedy', 'Fantasy']",Unknown,181533,"['night watchman', 'museum', 'natural history']",en,Night at the Museum: Secret of the Tomb,"When the magic powers of The Tablet of Ahkmenrah begin to die out, Larry Daley (Ben Stiller) spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it is gone forever.",115.597753,"['Twentieth Century Fox Film Corporation', '1492 Pictures', '21 Laps Entertainment']","['United Kingdom', 'United States of America']",2014,349424282,97.0,['English'],Released,One Final Night to Save the Day.,Night at the Museum: Secret of the Tomb,6.1,1851,Night at the Museum: Secret of the Tomb,"['Ben Stiller', 'Rami Malek', 'Rebel Wilson']",Shawn Levy
130000000,"['Animation', 'Action', 'Comedy']",http://www.megamind.com,38055,"['saving the world', 'date', 'prison']",en,Megamind,"Bumbling supervillain Megamind finally defeats his nemesis, the superhero Metro Man. But without a hero, he loses all purpose and must find new meaning to his life.",68.757242,['DreamWorks Animation'],['United States of America'],2010,321887208,95.0,['English'],Released,His brain is off the chain.,Megamind,6.7,1918,Megamind,"['Will Ferrell', 'Brad Pitt', 'Tina Fey']",Tom McGrath
125000000,"['Adventure', 'Fantasy', 'Family']",http://harrypotter.warnerbros.com/harrypotterandthedeathlyhallows/mainsite/index.html,671,"['witch', 'christmas party', 'magic']",en,Harry Potter and the Philosopher's Stone,"Harry Potter has lived under the stairs at his aunt and uncle's house his whole life. But on his 11th birthday, he learns he's a powerful wizard -- with a place waiting for him at the Hogwarts School of Witchcraft and Wizardry. As he learns to harness his newfound powers with the help of the school's kindly headmaster, Harry uncovers the truth about his parents' deaths -- and about the villain who's to blame.",109.984351,"['1492 Pictures', 'Warner Bros.', 'Heyday Films']","['United Kingdom', 'United States of America']",2001,976475550,152.0,['English'],Released,Let the Magic Begin.,Harry Potter and the Philosopher's Stone,7.5,7006,Harry Potter and the Philosopher's Stone,"['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",Chris Columbus
140000000,"['Adventure', 'Fantasy', 'Action']",http://disney.go.com/disneyvideos/liveaction/pirates/main_site/main.html,22,"['exotic island', 'blacksmith', 'east india trading company']",en,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 17th-century pirate who roams the Caribbean Sea, butts heads with a rival pirate bent on pillaging the village of Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her. But their seafaring mission is hardly simple.",271.972889,"['Walt Disney Pictures', 'Jerry Bruckheimer Films']",['United States of America'],2003,655011224,143.0,['English'],Released,Prepare to be blown out of the water.,Pirates of the Caribbean: The Curse of the Black Pearl,7.5,6985,Pirates of the Caribbean: The Curse of the Black Pearl,"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom']",Gore Verbinski
125000000,"['Science Fiction', 'Adventure', 'Thriller']",http://www.thehungergames.movie/,131631,"['resistance', 'post-apocalyptic', 'dystopia']",en,The Hunger Games: Mockingjay - Part 1,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,206.227151,"['Lionsgate', 'Color Force']",['United States of America'],2014,752100229,123.0,['English'],Released,Fire burns brighter in the darkness,The Hunger Games: Mockingjay - Part 1,6.6,5584,The Hunger Games: Mockingjay - Part 1,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']",Francis Lawrence
125000000,"['Thriller', 'Mystery']",http://www.sonypictures.com/homevideo/thedavincicode/index.html,591,"['paris', 'holy grail', 'christianity']",en,The Da Vinci Code,"When the curator of the Louvre is found murdered in the famed museum's hallowed halls, Harvard professor, Robert Langdon and cryptographer, Sophie Neve must untangle a deadly web of deceit involving the works of Leonardo da Vinci.",45.313197,"['Columbia Pictures', 'Imagine Entertainment', 'Skylark Productions']","['United States of America', 'Malta', 'France']",2006,767820459,149.0,"['English', 'Français', 'Latin']",Released,Seek the truth.,The Da Vinci Code,6.5,2704,The Da Vinci Code,"['Tom Hanks', 'Audrey Tautou', 'Ian McKellen']",Ron Howard
110000000,"['Adventure', 'Action', 'Science Fiction']",Unknown,36658,"['mutant', 'marvel comic', 'superhero']",en,X2,"Professor Charles Xavier and his team of genetically gifted superheroes face a rising tide of anti-mutant sentiment led by Col. William Stryker. Storm, Wolverine and Jean Grey must join their usual nemeses –  Magneto and Mystique – to unhinge Stryker's scheme to exterminate all mutants.",2.871739,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Bad Hat Harry Productions']",['United States of America'],2003,407711549,133.0,"['English', 'Deutsch', 'Italiano']",Released,The time has come for those who are different to stand united.,X2,6.8,3506,X2,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen']",Bryan Singer
125000000,"['Action', 'Thriller', 'Crime']",http://www.watchvideoseries.com/movies/fast-five-2011-2/,51497,"['brazil', 'fbi', 'freedom']",en,Fast Five,"Former cop Brian O'Conner partners with ex-con Dom Toretto on the opposite side of the law. Since Brian and Mia Toretto broke Dom out of custody, they've blown across many borders to elude authorities. Now backed into a corner in Rio de Janeiro, they must pull one last job in order to gain their freedom.",7.255718,"['Universal Pictures', 'Original Film', 'One Race Productions']",['United States of America'],2011,626137675,130.0,"['English', 'Español', 'Português']",Released,Get the Fifth Gear.,Fast Five,7.1,2438,Fast Five,"['Vin Diesel', 'Paul Walker', 'Jordana Brewster']",Justin Lin
125000000,"['Adventure', 'Action', 'Crime']",http://sherlockholmes2.warnerbros.com/index.html,58574,"['detective inspector', 'steampunk', 'criminal mastermind']",en,Sherlock Holmes: A Game of Shadows,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",81.499621,"['Village Roadshow Pictures', 'Silver Pictures', 'Lin Pictures']",['United States of America'],2011,334615000,129.0,['English'],Released,The game is afoot.,Sherlock Holmes: A Game of Shadows,7.0,3886,Sherlock Holmes: A Game of Shadows,"['Robert Downey Jr.', 'Jude Law', 'Jared Harris']",Guy Ritchie
125000000,"['Adventure', 'Fantasy', 'Action']",http://www.clash-of-the-titans.com/,18823,"['hades', 'mythology', 'greek mythology']",en,Clash of the Titans,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",47.686442,"['The Zanuck Company', 'Legendary Pictures', 'Thunder Road Pictures']",['United States of America'],2010,232713139,106.0,['English'],Released,Titans will clash.,Clash of the Titans,5.6,2233,Clash of the Titans,"['Sam Worthington', 'Liam Neeson', 'Ralph Fiennes']",Louis Leterrier
130000000,"['Action', 'Thriller']",http://www.thebournelegacy.com/,49040,"['assassin', 'wolf', 'maryland']",en,The Bourne Legacy,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.",90.33681,"['Universal Pictures', 'Dentsu', 'Relativity Media']",['United States of America'],2012,276572938,120.0,"['English', 'Pусский']",Released,There Was Never Just One,The Bourne Legacy,6.0,2651,The Bourne Legacy,"['Jeremy Renner', 'Rachel Weisz', 'Edward Norton']",Tony Gilroy
125000000,"['Action', 'Adventure', 'Science Fiction']",http://www.thedayaftertomorrow.com/,435,"['saving the world', 'library', 'cataclysm']",en,The Day After Tomorrow,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",41.380094,"['Lions Gate Films', 'Twentieth Century Fox Film Corporation', 'Centropolis Entertainment']",['United States of America'],2004,544272402,124.0,"['English', '日本語', 'Français']",Released,Where will you be?,The Day After Tomorrow,6.2,2392,The Day After Tomorrow,"['Dennis Quaid', 'Jake Gyllenhaal', 'Emmy Rossum']",Roland Emmerich
125000000,"['Adventure', 'Action', 'Thriller']",http://www.missionimpossible.com/,955,"['terror', 'spain', 'cia']",en,Mission: Impossible II,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",54.931334,"['Paramount Pictures', 'Cruise/Wagner Productions', 'Munich Film Partners & Company (MFP) MI2 Productions']","['Germany', 'United States of America']",2000,546388105,123.0,['English'],Released,Expect the impossible again.,Mission: Impossible II,5.9,1928,Mission: Impossible II,"['Tom Cruise', 'Dougray Scott', 'Thandie Newton']",John Woo
130000000,"['Adventure', 'Fantasy', 'Action']",Unknown,1979,"['fire', 'helicopter', 'surfboard']",en,4: Rise of the Silver Surfer,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",60.810723,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', '1492 Pictures']","['Germany', 'United Kingdom', 'United States of America']",2007,289047763,92.0,"['English', '日本語', 'العربية']",Released,Discover the secret of the Surfer.,Fantastic 4: Rise of the Silver Surfer,5.4,2589,Fantastic 4: Rise of the Silver Surfer,"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans']",Tim Story
120000000,"['Adventure', 'Drama', 'Action']",http://www.lifeofpimovie.com/,87827,"['ocean', 'shipwreck', 'hindu']",en,Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",51.328145,"['Ingenious Film Partners', 'Ingenious Media', 'Dune Entertainment']","['United States of America', 'Taiwan', 'United Kingdom']",2012,609016565,127.0,"['普通话', 'English', 'Français']",Released,Believe The Unbelievable,Life of Pi,7.2,5797,Life of Pi,"['Suraj Sharma', 'Irrfan Khan', 'Ayush Tandon']",Ang Lee
120000000,"['Action', 'Thriller']",http://www.jasonbournemovie.com,324668,"['assassin', 'amnesia', 'flashback']",en,Jason Bourne,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,62.641286,"['The Kennedy/Marshall Company', 'Captivate Entertainment', 'Pearl Street Films']","['United Kingdom', 'United States of America', 'China']",2016,415484914,123.0,['English'],Released,You know his name,Jason Bourne,5.9,2341,Jason Bourne,"['Matt Damon', 'Alicia Vikander', 'Tommy Lee Jones']",Paul Greengrass
130000000,"['Science Fiction', 'Adventure', 'Mystery']",http://www.projectprometheus.com/,70981,"['android', 'dystopia', 'alien']",en,Prometheus,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",68.889395,"['Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Scott Free Productions']","['United Kingdom', 'United States of America']",2012,403170142,124.0,"['', 'English']",Released,The Search for Our Beginning Could Lead to Our End.,Prometheus,6.3,5080,Prometheus,"['Noomi Rapace', 'Michael Fassbender', 'Guy Pearce']",Ridley Scott
115000000,"['Science Fiction', 'Action', 'Drama']",Unknown,68724,"['dystopia', 'space station', 'class conflict']",en,Elysium,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes (Jodie Foster), a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max (Matt Damon) is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.",67.33767,"['TriStar Pictures', 'Media Rights Capital', 'Sony Pictures Entertainment (SPE)']",['United States of America'],2013,286140700,109.0,['English'],Released,He can save us all.,Elysium,6.4,3439,Elysium,"['Matt Damon', 'Jodie Foster', 'Sharlto Copley']",Neill Blomkamp
120000000,"['Action', 'Science Fiction']",http://www.robocop.com,97020,"['cyborg', 'future', 'dystopia']",en,RoboCop,"In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it.  When Alex Murphy – a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit – is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine.",66.757869,"['Columbia Pictures', 'Strike Entertainment', 'Metro-Goldwyn-Mayer (MGM)']","['Canada', 'United States of America']",2014,242688965,102.0,['English'],Released,We've got the future under control.,RoboCop,5.7,2342,RoboCop,"['Joel Kinnaman', 'Gary Oldman', 'Michael Keaton']",José Padilha
120000000,"['Action', 'Science Fiction', 'Adventure']",https://www.uphe.com/movies/oblivion,75612,"['spacecraft', 'dystopia', 'space']",en,Oblivion,"Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",67.698004,"['Universal Pictures', 'Chernin Entertainment', 'Relativity Media']",['United States of America'],2013,286168572,124.0,['English'],Released,Earth is a memory worth fighting for,Oblivion,6.4,4800,Oblivion,"['Tom Cruise', 'Morgan Freeman', 'Olga Kurylenko']",Joseph Kosinski
113000000,"['Science Fiction', 'Adventure', 'Action']",http://www.starwars.com/films/star-wars-episode-iii-revenge-of-the-sith,1895,"['showdown', 'death star', 'vision']",en,Star Wars: Episode III - Revenge of the Sith,"Years after the onset of the Clone Wars, the noble Jedi Knights lead a massive clone army into a galaxy-wide battle against the Separatists. When the sinister Sith unveil a thousand-year-old plot to rule the galaxy, the Republic crumbles and from its ashes rises the evil Galactic Empire. Jedi hero Anakin Skywalker is seduced by the dark side of the Force to become the Emperor's new apprentice – Darth Vader. The Jedi are decimated, as Obi-Wan Kenobi and Jedi Master Yoda are forced into hiding. The only hope for the galaxy are Anakin's own offspring – the twin children born in secrecy who will grow up to become heroes.",44.108427,['Lucasfilm'],['United States of America'],2005,850000000,140.0,['English'],Released,The saga is complete.,Star Wars: Episode III - Revenge of the Sith,7.1,4116,Star Wars: Episode III - Revenge of the Sith,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen']",George Lucas
120000000,"['Adventure', 'Action', 'Science Fiction']",http://www.starwars.com/films/star-wars-episode-ii-attack-of-the-clones,1894,"['senate', 'investigation', 'army']",en,Star Wars: Episode II - Attack of the Clones,"Ten years after the invasion of Naboo, the galaxy is on the brink of civil war. Under the leadership of a renegade Jedi named Count Dooku, thousands of solar systems threaten to break away from the Galactic Republic. When an assassination attempt is made on Senator Padmé Amidala, the former Queen of Naboo, twenty-year-old Jedi apprentice Anakin Skywalker is assigned to protect her. In the course of his mission, Anakin discovers his love for Padmé as well as his own darker side. Soon, Anakin, Padmé, and Obi-Wan Kenobi are drawn into the heart of the Separatist movement and the beginning of the Clone Wars.",43.987061,['Lucasfilm'],['United States of America'],2002,649398328,142.0,['English'],Released,A Jedi Shall Not Know Anger. Nor Hatred. Nor Love.,Star Wars: Episode II - Attack of the Clones,6.4,3992,Star Wars: Episode II - Attack of the Clones,"['Ewan McGregor', 'Natalie Portman', 'Hayden Christensen']",George Lucas
115000000,"['Animation', 'Comedy', 'Family']",http://movies.disney.com/monsters-inc,585,"['monster', 'infant', 'energy supply']",en,"Monsters, Inc.","James Sullivan and Mike Wazowski are monsters, they earn their living scaring children and are the best in the business... even though they're more afraid of the children than they are of them. When a child accidentally enters their world, James and Mike suddenly find that kids are not to be afraid of and they uncover a conspiracy that could threaten all children across the world.",106.815545,"['Walt Disney Pictures', 'Pixar Animation Studios']",['United States of America'],2001,562816256,92.0,['English'],Released,We Scare Because We Care.,"Monsters, Inc.",7.5,5996,"Monsters, Inc.","['John Goodman', 'Billy Crystal', 'Mary Gibbs']",Pete Docter
120000000,"['Action', 'Science Fiction', 'Adventure']",http://www.thewolverinemovie.com,76170,"['japan', 'samurai', 'mutant']",en,The Wolverine,"Wolverine faces his ultimate nemesis - and tests of his physical, emotional, and mortal limits - in a life-changing voyage to modern-day Japan.",15.953444,"['Twentieth Century Fox Film Corporation', ""Donners' Company"", 'Marvel Entertainment']","['United Kingdom', 'United States of America']",2013,415440673,126.0,['English'],Released,"When he's most vulnerable, he's most dangerous.",The Wolverine,6.3,4053,The Wolverine,"['Hugh Jackman', 'Hiroyuki Sanada', 'Famke Janssen']",James Mangold
115000000,"['Adventure', 'Action', 'Science Fiction']",http://www.starwars.com/films/star-wars-episode-i-the-phantom-menace,1893,"['prophecy', 'senate', 'queen']",en,Star Wars: Episode I - The Phantom Menace,"Anakin Skywalker, a young slave strong with the Force, is discovered on Tatooine. Meanwhile, the evil Sith have returned, enacting their plot for revenge against the Jedi.",54.035265,['Lucasfilm'],['United States of America'],1999,924317558,136.0,['English'],Released,Every generation has a legend. Every journey has a first step. Every saga has a beginning.,Star Wars: Episode I - The Phantom Menace,6.3,4432,Star Wars: Episode I - The Phantom Menace,"['Liam Neeson', 'Ewan McGregor', 'Natalie Portman']",George Lucas
135000000,"['Adventure', 'Animation', 'Comedy']",http://www.thecroodsmovie.com/,49519,"['stone age', 'daughter', 'father']",en,The Croods,"The Croods is a prehistoric comedy adventure that follows the world's first family as they embark on a journey of a lifetime when the cave that has always shielded them from danger is destroyed. Traveling across a spectacular landscape, the Croods discover an incredible new world filled with fantastic creatures -- and their outlook is changed forever.",64.183321,['DreamWorks Animation'],['United States of America'],2013,585178928,98.0,['English'],Released,Meet the first modern family.,The Croods,6.8,2399,The Croods,"['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds']",Chris Sanders
125000000,"['Science Fiction', 'Action', 'Adventure']",http://www.teenagemutantninjaturtlesmovie.com,98566,"['martial arts', 'terrorist', 'hero']",en,Teenage Mutant Ninja Turtles,The city needs heroes. Darkness has settled over New York City as Shredder and his evil Foot Clan have an iron grip on everything from the police to the politicians. The future is grim until four unlikely outcast brothers rise from the sewers and discover their destiny as Teenage Mutant Ninja Turtles. The Turtles must work with fearless reporter April and her wise-cracking cameraman Vern Fenwick to save the city and unravel Shredder's diabolical plan.,143.350376,"['Paramount Pictures', 'Nickelodeon Movies', 'Platinum Dunes']",['United States of America'],2014,477200000,101.0,['English'],Released,Mysterious. Dangerous. Reptilious. You've never seen heroes like this.,Teenage Mutant Ninja Turtles,5.8,2636,Teenage Mutant Ninja Turtles,"['Megan Fox', 'Will Arnett', 'William Fichtner']",Jonathan Liebesman
105000000,"['Science Fiction', 'Thriller', 'Drama']",http://gravitymovie.warnerbros.com/,49047,"['space mission', 'loss', 'space']",en,Gravity,"Dr. Ryan Stone, a brilliant medical engineer on her first Shuttle mission, with veteran astronaut Matt Kowalsky in command of his last flight before retiring. But on a seemingly routine spacewalk, disaster strikes. The Shuttle is destroyed, leaving Stone and Kowalsky completely alone-tethered to nothing but each other and spiraling out into the blackness of space. The deafening silence tells them they have lost any link to Earth and any chance for rescue. As fear turns to panic, every gulp of air eats away at what little oxygen is left. But the only way home may be to go further out into the terrifying expanse of space.",110.153618,"['Warner Bros.', 'Heyday Films', 'Esperanto Filmoj']","['United Kingdom', 'United States of America']",2013,716392705,91.0,['English'],Released,Don't Let Go,Gravity,7.3,5751,Gravity,"['Sandra Bullock', 'George Clooney', 'Ed Harris']",Alfonso Cuarón
120000000,"['Action', 'Adventure', 'Science Fiction']",http://www.fantasticfourmovie.com/,166424,"['teleportation', 'transformation', 'telekinesis']",en,Fantastic Four,"Four young outsiders teleport to a dangerous universe, which alters their physical form in shocking ways. Their lives irrevocably upended, the team must learn to harness their daunting new abilities and work together to save Earth from a former friend turned enemy.",38.126095,"['Twentieth Century Fox Film Corporation', 'Marv Films', 'Marvel Entertainment']",['United States of America'],2015,167977596,100.0,['English'],Released,Change is coming.,Fantastic Four,4.4,2278,Fantastic Four,"['Miles Teller', 'Kate Mara', 'Michael B. Jordan']",Josh Trank
110000000,"['Action', 'Adventure', 'Comedy']",Unknown,1593,"['museum', 'skeleton', 'night shift']",en,Night at the Museum,"Chaos reigns at the natural history museum when night watchman Larry Daley accidentally stirs up an ancient curse, awakening Attila the Hun, an army of gladiators, a Tyrannosaurus rex and other exhibits. Larry tries desperately to keep the museum under control, but he's fighting a losing battle until President Teddy Roosevelt comes to the rescue.",48.780039,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', '1492 Pictures']","['United States of America', 'United Kingdom']",2006,574480841,108.0,"['English', 'Italiano', 'עִבְרִית']",Released,Where History Comes To Life,Night at the Museum,6.3,2862,Night at the Museum,"['Ben Stiller', 'Jake Cherry', 'Carla Gugino']",Shawn Levy
110000000,"['Action', 'Drama', 'Thriller']",http://www.sanandreasmovie.com/,254128,"['california', 'earthquake', 'catastrophe']",en,San Andreas,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",100.412364,"['New Line Cinema', 'Village Roadshow Pictures', 'Warner Bros.']","['Canada', 'United States of America', 'Australia']",2015,470490832,114.0,['English'],Released,"A rescue pilot survived an earthquake, this is what happens next",San Andreas,6.0,2968,San Andreas,"['Dwayne Johnson', 'Alexandra Daddario', 'Carla Gugino']",Brad Peyton
